X,Y,OBJECTID,ABCDMisc,ADSPermissionState,CalculatedAcres,ContainmentDateTime,ControlDateTime,DailyAcres,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsReimbursable,IsTrespass,IsUnifiedCommand,LocalIncidentIdentifier,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,CreatedBySystem,ModifiedBySystem,IsDispatchComplete,OrganizationalAssessment,StrategicDecisionPublishDate,CreatedOnDateTime_dt,ModifiedOnDateTime_dt,Source,GlobalID,IsCpxChild,CpxName,CpxID
-107.159510362,37.577175975,53184,EKU7,CERTIFIED,,2020/09/05 17:12:00+00,2020/09/10 17:00:00+00,0.2,0.3,CODRC,200000,,,2020/09/10 19:29:31+00,Minimal,Creeping,,,Natural,Lightning,,,,2020/08/26 02:14:50+00,Type 5 Incident,2020/09/10 17:00:00+00,0,100,0,0,P2,0213,RMCC,2020/09/03 20:00:00+00,2020/08/26 02:29:59+00,2020/09/03 20:00:00+00,I,Type 5 IC,Palasades,23 Miles to the Northwest of Pagosa Springs,WF,FI,37.59631,-107.1505,0.3,2020/09/04 14:52:59+00,{7C4BD0FA-D77A-4C8F-BC5C-FF3A18AE9DEF},,0,1,0,0,0,0,001006,0,100,,Hinsdale,CODRC,08053,FS,COSJF,,USFS,Federal,,,,,,,RM37,FS,COSJF,US-CO,Timber,TU5,Timber (Litter and Understory),,,2020-COSJF-001006,Approved Decision,wildcad,INFORM_Inspector,0,Type 5 Incident,2020/09/02 17:32:08+00,2020/08/28 23:03:05+00,2020/09/10 19:29:33+00,IRWIN,{08ED4EA7-B386-443A-B16E-8AAE92DA667D},,,
-108.231010609,37.7144059240001,53950,,DEFAULT,,2015/08/03 15:00:00+00,2015/08/03 15:00:00+00,0.1,0.1,CODRC,2000,,,,,,,,Natural,,,,,2015/07/18 20:50:49+00,Type 5 Incident,2015/08/03 15:59:59+00,,,,,,,RMCC,2015/08/03 15:59:59+00,2015/08/03 15:00:00+00,2015/08/03 15:59:59+00,F,Type 5 IC,Stoner Mesa,,WF,FI,37.7163,-108.2214,0.1,,{549FE9AE-442D-4848-BC18-6FEB3C51B0C8},,0,0,0,0,0,,000726,100,,,Dolores,,08033,,COSJF,,USFS,Federal,New Mexico,,,13W,24,40N,,,COSJF,US-CO,,,Timber (Litter and Understory),,1,2015-COSJF-000726,,wildcad,wildcad,0,,,2015/07/19 18:50:06+00,2015/10/15 22:56:24+00,IRWIN,{B14B5EA2-68F3-4406-926C-7F7E77EB0759},,,
-106.23871045,40.202946393,54056,,CERTIFIED,193812.3678,2020/11/30 22:38:00+00,2020/12/17 16:20:00+00,193812,1,COCRC,15682681,,,2021/07/27 22:45:28+00,Minimal,Smoldering,Creeping,Backing,Human,Camping,,NN4T,,2020/10/14 18:26:00+00,Type 4 Incident,2021/07/14 23:00:00+00,0,60,40,0,P2,0206,RMCC,2020/11/30 22:30:00+00,2020/11/25 21:00:00+00,2020/11/30 22:30:00+00,F,Type 4 IC,EAST TROUBLESOME,"15 miles NNE of Kremmling, CO",WF,FI,40.20294,-106.2387,,2020/10/14 18:30:00+00,{B53D1CF4-C52B-40A9-80F3-DBDE35F6ADC9},,0,1,0,0,0,0,000408,100,100,,Grand,COCRC,08049,FS,WYMRF,,USFS,Federal,,,,,,,RM22,FS,WYMRF,US-CO,Timber,TL3,Timber (Litter and Understory),Brush (2 feet),6,2020-WYMRF-000408,Approved Decision,wildcad,INFORM_Inspector,0,Type 3 Incident,2020/12/07 16:17:52+00,2020/10/14 20:25:38+00,2021/07/27 22:45:28+00,IRWIN,{47004348-A808-4BC1-B128-1297641CE93D},,,
-107.297310365,37.305195928,54535,,DEFAULT,,2018/10/09 23:00:00+00,2018/11/01 15:30:59+00,710,0.3,CODRC,2868000,,,,Minimal,Smoldering,Creeping,Backing,Natural,,,L4A7,,2018/08/28 18:55:00+00,Type 4 Incident,2018/11/26 15:59:59+00,100,0,0,0,P2,0213,RMCC,2018/10/11 21:45:00+00,2018/10/04 21:14:59+00,2018/10/11 21:45:00+00,F,Type 4 IC,Horse,16 miles to the west of Pagosa Springs,WF,FI,37.438783,-107.4155,0.75,,{CA4E755A-662C-47CE-A6F4-16CE1A8A2134},,0,1,0,0,0,,001196,100,100,Pagosa Springs,Archuleta,CODRC,08007,FS,COSJF,,USFS,Federal,,,,,,,RM37,FS,COSJF,US-CO,,,Timber (Litter and Understory),Brush (2 feet),0,2018-COSJF-001196,Approved Decision,wildcad,wildcad,0,,,2018/08/28 20:56:25+00,2018/11/29 20:25:22+00,IRWIN,{3C78ED86-D29E-494A-BB7D-0431F1817CC1},,,
-107.601410514,38.112228019,56020,,DEFAULT,858.6327,2019/11/25 21:00:00+00,2019/12/17 20:55:00+00,859,0.1,COMTC,2315000,,,,Minimal,Smoldering,Backing,Isolated Torching,Unknown,,,MVW3,,2019/10/16 12:30:00+00,Type 5 Incident,2019/12/17 21:00:00+00,10,90,0,0,P2,0204,RMCC,2019/11/25 20:29:59+00,2019/11/21 16:15:00+00,2019/11/25 20:29:59+00,F,Type 5 IC,Cow Creek,"9 miles east of Ridgeway, CO",WF,FI,38.11076,-107.6,85,,{8A69C26F-3A60-4237-BA4A-834912435E97},,0,0,0,0,0,,000235,100,90,Ridgway,Ouray,COMTC,08091,FS,COGMF,,USFS,Federal,,,,,,,RM36,FS,COGMF,US-CO,,,Timber (Litter and Understory),Brush (2 feet),0,2019-COGMF-000235,Approved Decision,wildcad,wildcad,0,Type 5 Incident,2019/10/30 22:35:38+00,2019/10/16 14:19:26+00,2019/12/17 21:02:46+00,IRWIN,{BC46FFE5-16D9-40B1-8018-D0234B8F964C},,,
-107.598810688,39.6652262260001,56937,,DEFAULT,,2017/08/28 00:00:00+00,2017/09/19 23:45:00+00,2.9,2,COGJC,80000,,,,Minimal,,,,Natural,,,LAC0,,2017/08/24 22:21:00+00,Type 5 Incident,2017/09/28 15:00:00+00,,100,,,PD,1502,RMCC,2017/08/28 22:30:00+00,2017/08/26 22:30:00+00,2017/08/28 22:30:00+00,F,Type 5 IC,245 Fire,"10 miles NNE of Rifle, CO",WF,FI,39.65818,-107.6095,2,,{CEB169BC-E0DA-4F86-AFBD-56281F60AC9B},,0,1,0,0,0,0,000434,100,100,,Garfield,COGJC,08045,BLM,COGWD,,BLM,Federal,,,,,,,RM21,BLM,COGWD,US-CO,,,Brush (2 feet),Chaparral (6 feet),33,2017-COGWD-000434,,wildcad,wildcad,0,,,2017/08/25 01:43:36+00,2018/09/06 22:26:22+00,IRWIN,{96335AA3-926D-4A70-A249-10419320337B},,,
-106.521310302,38.358006124,57872,EKU0,DEFAULT,21.0802,2018/08/12 21:19:00+00,2018/08/14 21:24:59+00,53,0.1,COMTC,500000,,,,Minimal,Wind Driven Runs,Running,Backing,Natural,,,,,2018/08/07 21:52:22+00,Type 4 Incident,2018/09/04 17:29:59+00,0,100,0,0,P2,0204,RMCC,2018/08/16 22:15:00+00,2018/08/10 23:00:00+00,2018/08/16 22:15:00+00,F,Type 4 IC,Green Mountain,"Six miles South East of Doyleville, CO",WF,FI,38.417,-106.5051,1,,{7EC9D6A4-5E99-4348-9A35-446D0EEAA109},,0,0,0,0,0,,000279,100,100,"Doyleville, CO",Saguache,COMTC,08109,FS,COGMF,,USFS,Federal,,,,,,,RM38,FS,COGMF,US-CO,,,Timber (Grass and Understory),"Dormant Brush, Hardwood Slash",0,2018-COGMF-000279,Approved Decision,wildcad,wildcad,0,,,2018/08/07 23:11:34+00,2018/09/04 17:35:41+00,IRWIN,{4622FA5D-27C2-44DB-9805-906CDC819E76},,,
-102.276509226,37.4007062520001,58606,,DEFAULT,,,,50671,0.1,COPBC,106036,,,,Extreme,Wind Driven Runs,,,Human,,,LN9W,,2018/04/18 02:48:59+00,Type 3 Incident,2018/04/21 00:00:00+00,0,100,0,0,PN,1502,RMCC,2018/04/22 00:00:00+00,2018/04/18 03:00:00+00,2018/04/22 00:00:00+00,F,Type 3 Team,Badger Hole,"North/East town of Walsh to Kansas border, north and south of route 160.",WF,FI,37.59286,-102.1251,100,,{6F3F1418-AD2F-4C44-8C5E-B6C1430D8948},,0,1,0,0,0,,000574,100,100,,Baca,COPBC,08009,C&L,COBAX,,,,,,,,,,RM42,C&L,COBAX,US-CO,,,Short Grass (1 foot),Tall Grass (2.5 feet),83,2018-COBAX-000574,No Decision,wildcad,ics209,0,,,2018/04/18 04:16:36+00,2018/04/22 21:22:03+00,IRWIN,{B474A4AF-BCDA-4BC7-892E-364AB74E8C97},,,
-103.955071404,40.6995007990001,59184,,CERTIFIED,,2020/07/14 03:20:00+00,2020/07/14 03:45:00+00,428,200,COFTC,10000,,,2020/08/02 17:50:20+00,Active,,,,Natural,Lightning,,M9P1,,2020/07/13 21:35:00+00,Type 4 Incident,2020/07/15 23:19:59+00,0,100,0,0,P2,0210,RMCC,2020/07/14 23:00:00+00,2020/07/13 21:45:00+00,2020/07/14 23:00:00+00,F,Type 4 IC,Wildhorse Fire,6 mi. NW of Raymer,WF,FI,40.6942,-103.9639,400,2020/07/13 21:40:00+00,{B2F6C2A7-F63E-4AEA-A193-DE06415F2E39},,0,0,0,0,0,0,000425,100,100,,Weld,COFTC,08123,FS,COARF,,USFS,Federal,,,,,,,RM24,FS,COARF,US-CO,Grass,GR1,Short Grass (1 foot),,13,2020-COARF-000425,No Decision,wildcad,INFORM_Inspector,0,,,2020/07/14 16:59:56+00,2020/08/02 17:50:22+00,IRWIN,{DB8D64A0-AB14-4E24-9606-E3F82749D152},,,
-106.271010137,37.293905991,59430,,DEFAULT,37.0591,,,41,2,COPBC,14500,,,,,,,,Natural,,,,,2015/05/28 21:34:07+00,Type 5 Incident,,,,,,,,RMCC,2015/08/26 21:00:00+00,2015/08/20 15:00:00+00,2015/08/26 21:00:00+00,F,Type 5 IC,Piedrosa Creek,,WF,FI,37.295,-106.2764,2,,{4A908F5C-A3B7-4C0F-9AA2-89EE429D8AA9},,0,0,0,0,0,,000591,100,,,Conejos,,08021,,CORGF,,USFS,Federal,New Mexico,,,6E,11,35N,,,CORGF,US-CO,,,Timber (Litter and Understory),,1,2015-CORGF-000591,,wildcad,wildcad,0,,,2015/05/29 03:42:14+00,2015/09/14 19:29:02+00,IRWIN,{745E6A17-72D6-4751-B111-8DD25A1745B0},,,
-106.14701041,40.0514063800001,61245,,DEFAULT,,2015/08/27 18:11:00+00,2015/08/28 21:00:00+00,643,10,COCRC,219588,,,,,,,,Human,,,J2LD,,2015/08/24 17:31:00+00,Type 3 Incident,2015/09/08 14:00:00+00,,,,,PN,1502,RMCC,2015/08/27 13:30:00+00,2015/08/26 23:00:00+00,2015/08/27 13:30:00+00,F,Type 4 IC,RIFLE RANGE,,WF,FI,40.0532,-106.1454,,,{427D7373-D256-40DB-B877-B7D5E52FC75C},,0,1,0,0,0,,000360,100,,"Parshall, CO",Grand,,08049,,COGRX,,,,6th Principal Meridian,NE,SE,78W,17,1N,,,COGRX,US-CO,,,Short Grass (1 foot),,18,2015-COGRX-000360,,wildcad,wildcad,0,,,2015/08/24 19:22:20+00,2015/10/14 20:30:25+00,IRWIN,{A60CAF8C-C585-4D78-9DC5-8E839EBDD5AF},,,
-109.003010994,39.6670461250001,61902,,DEFAULT,,2018/07/31 21:51:00+00,2018/08/30 14:45:00+00,40,0.1,COCRC,50000,,,,Minimal,Creeping,Torching,Torching,Natural,,,L1ZR,,2018/07/28 19:24:00+00,Type 4 Incident,2018/08/30 15:00:00+00,0,100,0,0,,,RMCC,2018/07/30 21:59:59+00,2018/07/30 00:30:00+00,2018/07/30 21:59:59+00,F,Type 4 IC,WHISKEY CREEK,"28 nm South of Rangely, Colorado",WF,FI,39.6722,-109.017,150,,{49989A9F-F0FB-43C1-8535-9E096C569A30},,0,1,0,0,0,,000377,45,100,,Rio Blanco,COCRC,08103,BLM,COWRD,,BLM,Federal,6th Principal Meridian,SW,NE,103W,31,4S,RM25,BLM,COWRD,US-CO,,,Timber (Litter and Understory),Timber (Grass and Understory),32,2018-COWRD-000377,Approved Decision,wildcad,wildcad,0,,,2018/07/28 22:16:02+00,2018/09/09 21:13:38+00,IRWIN,{920A3338-B822-4443-9F25-6FAF95A4A121},,,
-104.988509924,38.056676182,61990,,DEFAULT,,2016/10/14 19:04:00+00,,5232,0.1,COPBC,1785142,,,,Minimal,Smoldering,Creeping,Isolated Torching,Human,,,KRU6,,2016/10/03 19:04:00+00,Type 4 Incident,2016/10/22 18:59:59+00,,100,100,,PN,1502,RMCC,2016/10/15 00:30:00+00,2016/10/14 14:00:00+00,2016/10/15 00:30:00+00,F,Type 4 IC,Beulah Hill,,WF,FI,38.07054,-104.9512,,,{42D2D548-482D-44AE-9AFC-2FC83167998B},,0,1,0,0,0,,001936,100,,Beulah Valley,Pueblo,COPBC,08101,,,,Private,Private,,,,,,,RM22,C&L,COPUX,US-CO,,,Timber (Grass and Understory),Timber (Litter and Understory),14,2016-COPUX-001936,Approved Decision,wildcad,wildcad,0,,,2016/10/03 19:20:33+00,2022/04/01 18:04:52+00,IRWIN,{42C1C355-9475-42F5-AD4E-D643181F998C},0,,
-107.808110492,37.4605859170001,63162,,DEFAULT,54084.2617,2018/07/31 21:00:00+00,2018/10/05 21:00:00+00,54129,0.1,CODRC,39541000,,,,Minimal,Group Torching,Single Tree Torching,Short-range Spotting,Unknown,,,LT5Q,,2018/06/01 16:02:00+00,Type 4 Incident,2018/11/29 15:00:00+00,0,100,0,0,PN,1502,RMCC,2018/07/31 23:00:00+00,2018/07/30 22:44:59+00,2018/07/31 23:00:00+00,F,Type 4 IC,416 ,"13 Miles North of Durango, CO",WF,FI,37.45884,-107.7985,863,,{74A8D389-EF55-4C4E-A0A9-49C2495CF697},,0,1,0,0,0,,000416,100,100,Durango,La Plata,CODRC,08067,FS,COSJF,,,,,,,,,,RM37,C&L,COSJF,US-CO,,,Timber (Grass and Understory),Brush (2 feet),16,2018-COSJF-000416,Approved Decision,wildcad,wildcad,0,,,2018/06/01 17:02:35+00,2018/11/29 20:18:35+00,IRWIN,{82F63871-6E4A-488D-A4E8-88555D8CEAB2},,,
-105.508065974,40.934173243,63295,,DEFAULT,,2016/09/09 22:30:00+00,2016/09/10 22:30:00+00,301,2,COFTC,650000,,,,Minimal,Smoldering,Creeping,Short-range Spotting,Natural,,,KPM6,,2016/09/04 18:14:59+00,Type 4 Incident,2016/09/18 22:15:00+00,,100,,,PN,1502,RMCC,2016/09/10 02:00:00+00,2016/09/09 12:59:59+00,2016/09/10 02:00:00+00,F,Type 4 IC,Starwood,"15 miles northwest of Livermore, CO",WF,FI,40.938333,-105.506667,2,,{92145240-E179-474C-96D5-0723FE764D45},,0,1,0,0,0,,000821,100,,Livermore,Larimer,,08069,,COLRX,,,,,,,,,,RM23,C&L,COLRX,US-CO,,,Short Grass (1 foot),Timber (Grass and Understory),37,2016-COLRX-000821,Approved Decision,wildcad,wildcad,0,,,2016/09/04 20:32:40+00,2016/09/18 22:23:41+00,IRWIN,{873A0EC0-2DEB-4598-9C09-2330C6879707},,,
-108.741410722,37.751055895,63901,,DEFAULT,,2017/09/14 17:15:00+00,2017/09/15 20:00:00+00,115,5,CODRC,302550,,,,Minimal,Smoldering,,,Natural,,,LAR3,,2017/08/27 00:45:00+00,Type 4 Incident,2017/09/16 22:30:00+00,,100,,,PD,1502,RMCC,2017/09/14 20:00:00+00,2017/09/07 17:29:59+00,2017/09/14 20:00:00+00,F,Type 4 IC,Secret Canyon,"8.5 miles East of Dove Creek, CO",WF,FI,37.77994,-108.7814,17,,{F9FABB04-F0C4-4799-95A3-A35F20479DAC},,0,1,0,0,0,0,000935,100,100,,Dolores,,08033,,COSWD,,BLM,Federal,,,,,,,RM N,BLM,COSJD,US-CO,,,Brush (2 feet),Timber (Grass and Understory),3,2017-COSJD-000935,Approved Decision,wildcad,wildcad,0,,,2017/08/27 03:09:28+00,2017/09/18 21:26:42+00,IRWIN,{66C1F1D3-C972-48DC-8283-2EB7D728DCF7},,,
-106.483010466,39.8791363330001,64272,,DEFAULT,782.679,2017/10/14 17:00:00+00,2017/11/14 23:00:00+00,974,0.1,COGJC,1700000,,,,Minimal,Smoldering,Smoldering,Uphill Runs,Natural,,,K3ST,,2017/07/02 19:05:59+00,Type 4 Incident,2017/12/01 20:45:00+00,100,100,,,P2,0215,RMCC,2017/12/12 17:00:00+00,2017/12/01 15:00:00+00,2017/12/12 17:00:00+00,F,Type 4 IC,Gutzler,"13 miles SW  of Kremmling, CO.",WF,FI,39.90933,-106.5354,200,,{6A489068-F6CC-4F91-ACE1-9B0CBF0C564D},,0,1,0,0,0,0,000215,100,100,Radium,Eagle,COGJC,08037,,COWRF,,USFS,Federal,6th Principal Meridian,NW,NW,2S,20,81W,RM28,FS,COWRF,US-CO,,,Timber (Grass and Understory),Timber (Litter and Understory),7,2017-COWRF-000215,Approved Decision,wildcad,wildcad,0,,,2017/07/02 20:50:32+00,2018/04/26 14:41:25+00,IRWIN,{E93B2D32-391C-4951-9353-BDA752129418},,,
-108.188710587,37.594695911,65196,,DEFAULT,,2016/06/30 21:59:59+00,2016/06/30 21:59:59+00,0.1,0.1,CODRC,4500,,,,Minimal,,,,Natural,,,,,2016/06/24 22:23:17+00,Type 5 Incident,2016/06/30 21:59:59+00,,,100,,,,RMCC,2016/07/01 00:00:00+00,2016/06/29 23:00:00+00,2016/07/01 00:00:00+00,F,Type 5 IC,Little Taylor,,WF,FI,37.59475,-108.1887,0.1,,{4B2B8685-4BB7-47BF-B602-690E96BB2499},,0,0,0,0,0,,000516,100,,,Montezuma,,08083,,COSJF,,USFS,Federal,,,,,,,RM36,FS,COSJF,US-CO,,,Timber (Grass and Understory),,,2016-COSJF-000516,Approved Decision,wildcad,wildcad,0,,,2016/06/25 00:21:53+00,2016/11/01 20:14:44+00,IRWIN,{57226415-A748-4658-8CF8-DD87A6204198},,,
-107.251954761,37.3686170400001,66314,EKU7,DEFAULT,,2016/08/04 22:30:00+00,2016/08/04 22:30:00+00,0.1,0.1,CODRC,3000,,,,Minimal,Smoldering,,,Natural,,,,,2016/07/20 19:33:12+00,Type 5 Incident,2016/08/04 22:31:00+00,,,100,,P2,0213,RMCC,2016/08/04 23:00:00+00,2016/07/28 18:00:00+00,2016/08/04 23:00:00+00,F,Type 5 IC,PIEDRA,,WF,FI,37.37833,-107.2616,0.1,,{631FB0F3-2C54-41D5-8F5F-96A7500E2CC8},,0,0,0,0,0,,000904,100,,Pagosa Springs,Archuleta,,08007,,COSJF,,USFS,Federal,New Mexico,,,04W,24,36N,RM37,FS,COSJF,US-CO,,,Timber (Grass and Understory),Light Logging Slash,15,2016-COSJF-000904,Approved Decision,wildcad,wildcad,0,,,2016/07/20 23:30:43+00,2016/10/05 19:54:50+00,IRWIN,{580D413F-1D7B-41A1-8567-0471824EF5D2},,,
-107.311010382,37.450225947,67423,EKU7,CERTIFIED,102.6833,2020/08/06 23:29:59+00,2020/09/10 17:00:00+00,107,5,CODRC,3046000,,,2020/10/30 22:02:42+00,Minimal,Smoldering,Smoldering,Backing,Natural,Lightning,,M67D,,2020/06/15 20:26:00+00,Type 4 Incident,2020/09/10 17:00:00+00,0,0,0,100,P2,0213,RMCC,2020/08/06 23:15:00+00,2020/07/27 23:15:00+00,2020/08/06 23:15:00+00,F,Type 4 IC,Sand Creek ,"20 miles NW of Pagosa Springs, CO",WF,FI,37.39183,-107.3515,,2020/06/16 18:43:00+00,{9B439892-081C-4249-A1DB-F524967B52DA},,0,1,0,0,0,0,000436,100,99,,Hinsdale,CODRC,08053,FS,COSJF,,USFS,Federal,,,,,,,RM37,FS,COSJF,US-CO,Timber,TL2,Heavy Logging Slash,Timber (Litter and Understory),5,2020-COSJF-000436,Approved Decision,wildcad,INFORM_Inspector,0,Type 5 Incident,2020/07/24 22:22:36+00,2020/06/16 18:46:33+00,2020/10/30 22:02:42+00,IRWIN,{CF06EFA7-2333-475B-8D02-CA3F35491380},,,
-108.328410903,40.118906231,67951,,DEFAULT,1013.3032,2016/08/01 14:00:00+00,2016/09/27 15:00:00+00,1140,0.5,COCRC,630000,,,,Minimal,Isolated Torching,Flanking,Crowning,Natural,,,KC1N,,2016/06/29 21:36:00+00,Type 4 Incident,2016/09/27 15:59:59+00,100,100,30,,PD,1502,RMCC,2016/08/01 14:00:00+00,2016/07/31 00:00:00+00,2016/08/01 14:00:00+00,F,Type 4 IC,BLAIR,,WF,FI,40.14271,-108.3578,0.5,,{2A1552F2-7D6B-4AAD-819E-57E5F0221996},,0,1,0,0,0,,000128,100,,"Meeker, Colorado",Rio Blanco,,08103,,COWRD,,BLM,Federal,,,,,,,RM25,BLM,COWRD,US-CO,,,Short Grass (1 foot),Brush (2 feet),2,2016-COWRD-000128,Approved Decision,wildcad,wildcad,0,,,2016/06/30 00:59:06+00,2016/09/27 19:09:16+00,IRWIN,{9EA0D55A-B68D-4ED4-BFFD-47DDC24AAC28},,,
-107.748310469,37.3639059070001,68599,EKU7,DEFAULT,,2019/08/07 20:28:00+00,2019/09/01 14:00:00+00,325,0.1,CODRC,174000,,,,Minimal,Smoldering,Smoldering,Single Tree Torching,Natural,,,MF5F,,2019/07/14 04:41:00+00,Type 4 Incident,2019/09/23 15:00:00+00,100,0,0,0,P2,0213,RMCC,2019/08/08 20:45:00+00,2019/08/01 20:45:00+00,2019/08/08 20:45:00+00,F,Type 5 IC,441,"10 miles NE of Durango, CO",WF,FI,37.33772,-107.7819,0.1,,{CAE2D6E7-5209-4520-BE54-8A6D382B5A4D},,0,1,0,0,0,,000441,100,100,,La Plata,CODRC,08067,FS,COSJF,,USFS,Federal,,,,,,,RM37,FS,COSJF,US-CO,,,Timber (Grass and Understory),Medium Logging Slash,0,2019-COSJF-000441,Approved Decision,wildcad,wildcad,0,Type 3 Incident,2019/07/16 19:37:19+00,2019/07/14 17:21:11+00,2019/09/25 23:17:45+00,IRWIN,{511FD558-6B3E-459C-84A2-F425C6F6C3DB},,,
-102.541909256,37.0464561810001,68734,,DEFAULT,,2020/01/09 23:00:00+00,2020/01/10 18:00:00+00,924,50,COPBC,34500,,,,Minimal,,,,Human,,,MZR3,,2020/01/08 22:08:00+00,Type 4 Incident,2020/01/14 23:00:00+00,0,100,0,0,P2,0212,RMCC,2020/01/09 23:00:00+00,2020/01/09 21:30:00+00,2020/01/09 23:00:00+00,F,Type 4 IC,Burrows Draw,"4 miles SE of Campo, CO",WF,FI,37.06903,-102.2444,50,,{0EDAF775-06FC-4981-AC2D-A6015A4BB9D0},,0,0,0,0,0,,000013,100,100,Campo,Baca,COPBC,08009,FS,COPSF,,USFS,Federal,,,,,,,RM42,FS,COPSF,US-CO,,,Short Grass (1 foot),,22,2020-COPSF-000013,No Decision,wildcad,wildcad,0,,,2020/01/08 23:49:47+00,2020/01/14 23:05:41+00,IRWIN,{38F072B3-972F-4D19-BBA8-AD23DE8E62E1},,,
-104.97695448,39.515561989,69567,,DEFAULT,,2016/10/28 23:00:00+00,,205,0.1,COPBC,100000,,,,Minimal,Running,,,Human,,,KS1W,,2016/10/28 19:08:00+00,Type 4 Incident,2016/11/14 18:00:00+00,,100,,,PN,1502,RMCC,2016/10/29 21:59:59+00,2016/10/29 14:00:00+00,2016/10/29 21:59:59+00,F,Type 4 IC,Chatridge,,WF,FI,39.51585,-105.016,40,,{95B3BEE9-4775-4892-BBA4-5F376D139E02},,0,1,0,0,0,,002138,100,,,Douglas,,08035,,CODGX,,,,,,,,,,RM30,C&L,CODGX,US-CO,,,Short Grass (1 foot),Tall Grass (2.5 feet),12,2016-CODGX-002138,,wildcad,wildcad,0,,,2016/10/28 20:18:26+00,2017/01/18 19:20:50+00,IRWIN,{1EFFE344-D557-4A92-B9A2-28630DB06BCC},,,
-105.180610028,38.6287462510001,69941,,DEFAULT,,2017/06/21 02:00:00+00,2017/06/28 01:30:00+00,38,38,COPBC,300000,,,,Minimal,,,,Natural,,,K18S,,2017/06/15 18:33:59+00,Type 4 Incident,2017/07/08 23:35:00+00,,,,,PD,1502,RMCC,2017/06/21 00:00:00+00,2017/06/20 12:00:00+00,2017/06/21 00:00:00+00,F,Type 4 IC,North Millsap,Approximately 7 miles SW of Victor,WF,FI,38.63689,-105.0701,,,{92E37B2C-398F-4B6E-91CE-557C2AE3482C},,0,1,0,0,0,0,000788,100,100,Victor,Fremont,COPBC,08043,BLM,CORGD,,BLM,Federal,,,,,,,RM33,BLM,CORGD,US-CO,,,Brush (2 feet),Timber (Litter and Understory),66,2017-CORGD-000788,Approved Decision,wildcad,wildcad,0,,,2017/06/15 22:39:04+00,2019/02/27 20:26:06+00,IRWIN,{C0188FF8-76C5-4912-93CE-0D851A3A8B6F},,,
-104.276609996,40.194086531,70342,,DEFAULT,,2020/06/12 20:21:00+00,,325,0.1,COFTC,1000,,,,Minimal,,,,Human,,,M6JJ,,2020/06/12 18:42:00+00,Type 4 Incident,,0,100,0,0,PN,1502,RMCC,2020/06/15 17:00:00+00,2020/06/12 18:59:59+00,2020/06/15 17:00:00+00,F,Type 4 IC,IA 215,"13 Miles NE of Keenesburg, CO",WF,FI,40.19408,-104.2766,325,,{7330CAA9-E248-4620-8732-39037A128DB4},,0,0,0,0,0,0,000215,100,100,,Weld,COFTC,08123,,,,Private,Private,,,,,,,RM24,C&L,COWEX,US-CO,,,Short Grass (1 foot),Tall Grass (2.5 feet),,2020-COWEX-000215,No Decision,wildcad,wildcad,0,,,2020/06/12 20:23:34+00,2020/06/16 20:42:33+00,IRWIN,{8A35735D-9CCE-402E-B8C4-425619990AE2},,,
